,TotalT,Temp,LSR,CA,Size,Mass,Moisture,IsoT,HeatT,Ramp,F_A,F_Gal,F_Glu,F_X,F_M,F_R,A,Gal,Glu,X,M,R,Furf,HMF,Source,Yield
22,60.0,125.0,8.0,2.0261576958534677,11.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,16.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,0.3854893908281999
23,60.0,125.0,8.0,2.431389235024162,12.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,16.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,0.3854893908281999
24,60.0,150.0,8.0,0.8104630783413873,13.5,3.0,0.0,58.788773148148145,1.211226851851852,103.20114667940756,,,,33.20454545454545,,,,,,18.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,0.4336755646817249
25,60.0,150.0,10.0,0.8104630783413873,14.5,3.0,0.0,58.788773148148145,1.211226851851852,103.20114667940756,,,,33.20454545454545,,,,,,14.5,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,0.4366872005475702
26,60.0,150.0,12.0,0.8104630783413873,15.5,3.0,0.0,58.788773148148145,1.211226851851852,103.20114667940756,,,,33.20454545454545,,,,,,12.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,0.4336755646817249
27,60.0,150.0,14.0,0.8104630783413873,16.5,3.0,0.0,58.788773148148145,1.211226851851852,103.20114667940756,,,,33.20454545454545,,,,,,10.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,0.42162902121834367
28,60.0,150.0,16.0,0.8104630783413873,17.5,3.0,0.0,58.788773148148145,1.211226851851852,103.20114667940756,,,,33.20454545454545,,,,,,8.2,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,0.3951266255989049
29,60.0,150.0,18.0,0.8104630783413873,18.5,3.0,0.0,58.788773148148145,1.211226851851852,103.20114667940756,,,,33.20454545454545,,,,,,7.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,0.3794661190965093
30,60.0,150.0,20.0,0.8104630783413873,19.5,3.0,0.0,58.788773148148145,1.211226851851852,103.20114667940756,,,,33.20454545454545,,,,,,5.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,0.3011635865845312
31,161.66666666666666,150.0,5.0,0.34065,3.0,1666.6666666666665,49.2,120.0,41.66666666666666,3.0,0.4,0.7,,34.9,3.2,0.6,0.0,,,21.15,5.48,,,,EXTRACTION_OF_HEMICELLULOSES_ BY_ ACID.xlsx,0.3030085959885387
32,161.66666666666666,150.0,5.0,0.34065,3.0,1666.6666666666665,49.2,120.0,41.66666666666666,3.0,0.4,0.7,,34.9,3.2,0.6,0.0,,,6.87,0.33,,,,EXTRACTION_OF_HEMICELLULOSES_ BY_ ACID.xlsx,0.09842406876790831
33,9.4375,100.5,8.0,0.10196798205363516,8.0,16.67,20.0,0.0,9.4375,8.0,,,,18.863636363636367,,,,,,3.5161898735717405,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.14912034162617502
34,38.35221264647542,100.5,8.0,0.10196798205363516,8.0,16.67,20.0,28.914712646475426,9.4375,8.0,,,,18.863636363636367,,,,,,4.96426181234105,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.21053254914988548
